sample,gt_notes,gt_midi,fft_f1,fft_res,fft_n,smr_f1,smr_res,smr_n,uni_f1,uni_res,uni_n,mut_f1,mut_res,mut_n
12,3,"[55, 61, 79]",0.24999999999997916,12.409041252165927,12,0.22222222222219754,10.382744359571824,9,0.9999999999996666,0.018283473448125902,3,0.9999999999996666,0.018283473448125902,3
13,4,"[36, 40, 41, 92]",0.16666666666665278,23.53207778687747,12,0.6666666666664445,8.61699305700198,3,0.499999999999875,2.7823282845052018,4,0.7499999999998125,3.6812348717889516,4
14,5,"[38, 50, 51, 69, 92]",0.33333333333330556,20.86090949003444,12,0.29999999999997,14.068385912065054,10,0.9999999999997999,0.02279498860349492,5,0.9999999999997999,0.02279498860349492,5
15,2,"[49, 62]",0.08333333333332639,31.5496924313018,12,0.11111111111109877,17.196748056092634,9,0.9999999999995,0.02921013093496069,2,0.9999999999995,0.02921013093496069,2
16,3,"[44, 47, 87]",0.24999999999997916,11.487931459668708,12,0.18181818181816528,10.693423795834022,11,0.9999999999996666,0.017086760078777106,3,0.499999999999875,3.223674772397771,4
17,3,"[67, 87, 95]",0.24999999999997916,8.756969213554205,12,0.33333333333322224,15.866781907293156,3,0.9999999999996666,0.008610074764275624,3,0.9999999999996666,0.008610074764275624,3
18,4,"[48, 61, 90, 93]",0.24999999999997916,21.86318882225151,12,0.39999999999996,11.750768070623142,10,0.99999999999975,0.009057416466354638,4,0.99999999999975,0.009057417092646508,4
19,6,"[48, 52, 58, 68, 73, 87]",0.41666666666663194,9.034073299391354,12,0.36363636363633056,8.38695041133763,11,0.6666666666665555,5.311384579441497,6,0.9999999999998334,0.015872945102090863,6
20,6,"[50, 53, 56, 60, 67, 95]",0.33333333333330556,12.22796484671728,12,0.49999999999995,8.640254367165937,10,0.9999999999998334,0.014634014890935848,6,0.9999999999998334,0.014634014890935848,6
21,4,"[50, 58, 59, 64]",0.16666666666665278,14.839972094773172,12,0.3333333333332963,10.482986894340877,9,0.99999999999975,0.024515796640255424,4,0.99999999999975,0.02451580124228031,4
22,2,"[65, 86]",0.16666666666665278,15.885081733865645,12,0.19999999999998,13.13029544376977,10,0.9999999999995,0.015507352078737302,2,0.9999999999995,0.015507352078737302,2
23,5,"[65, 82, 84, 89, 96]",0.41666666666663194,10.396280259261747,12,0.5555555555554939,8.678568915972109,9,0.9999999999997999,0.01859233543991009,5,0.9999999999997999,0.01859233543991009,5
24,2,"[61, 96]",0.19999999999998,19.249675604644516,10,0.18181818181816528,14.819630587077114,11,0.9999999999995,0.013904341538466649,2,0.9999999999995,0.013904341538466649,2
25,2,"[39, 81]",0.16666666666665278,13.892454926688782,12,0.11111111111109877,15.902871716827894,9,0.9999999999995,0.014080350048114634,2,0.9999999999995,0.014080350048114634,2
26,5,"[46, 60, 65, 79, 90]",0.33333333333330556,17.02188465467091,12,0.36363636363633056,10.328876549940388,11,0.9999999999997999,0.014171484934558297,5,0.9999999999997999,0.014171484934558297,5
27,5,"[38, 39, 65, 66, 89]",0.33333333333330556,19.725071091753414,12,0.27272727272724795,14.336700766091143,11,0.9999999999997999,0.02496544430660141,5,0.9999999999997999,0.02496544430660141,5
28,5,"[41, 45, 53, 59, 67]",0.24999999999997916,27.820520914707675,12,0.36363636363633056,20.824155140879295,11,0.9999999999997999,0.03797018457029807,5,0.9999999999997999,0.03797018457029807,5
29,3,"[54, 61, 77]",0.24999999999997916,8.640499122347567,12,0.3333333333332963,6.564857957623235,9,0.9999999999996666,0.01633743515888153,3,0.9999999999996666,0.01633743515888153,3
30,5,"[38, 56, 59, 72, 91]",0.33333333333330556,15.921260633246893,12,0.39999999999996,8.979358906162785,10,0.9999999999997999,0.020887192594328193,5,0.9999999999997999,0.020887192594328193,5
31,4,"[75, 78, 80, 85]",0.33333333333330556,9.165500877666464,12,0.44444444444439507,7.845076599684935,9,0.99999999999975,0.016510895687489792,4,0.99999999999975,0.016510895687489792,4
32,2,"[42, 91]",0.16666666666665278,15.974896090117898,12,0.22222222222219754,12.450650032078173,9,0.9999999999995,0.011824036757256746,2,0.9999999999995,0.011824036757256746,2
33,2,"[37, 46]",0.0,34.530213783067175,10,0.09090909090908264,11.44398872987785,11,0.9999999999995,0.019243199211147387,2,0.9999999999995,0.019243199211147387,2
34,6,"[44, 59, 66, 67, 75, 90]",0.4999999999999583,14.003421574129638,12,0.49999999999995,6.404748502157358,10,0.8333333333331945,2.888064704273817,6,0.9999999999998334,0.023164436610564065,6
35,4,"[37, 40, 43, 64]",0.08333333333332639,31.537108200448888,12,0.22222222222219754,13.396105323367323,9,0.99999999999975,0.028355588958911798,4,0.99999999999975,0.028355597542527956,4
36,6,"[55, 65, 66, 73, 83, 85]",0.4999999999999583,10.15736255089339,12,0.5454545454544959,8.945365786175362,11,0.9999999999998334,0.016910533727607886,6,0.9999999999998334,0.016910533727607886,6
37,2,"[47, 68]",0.16666666666665278,13.711652773621601,12,0.22222222222219754,11.827662396121488,9,0.9999999999995,0.01429779215795173,2,0.9999999999995,0.01429779215795173,2
38,4,"[66, 67, 68, 91]",0.33333333333330556,20.760626684807388,12,0.44444444444439507,12.413146658946664,9,0.99999999999975,0.017134822801711438,4,0.99999999999975,0.0171348220813415,4
39,4,"[43, 65, 77, 80]",0.33333333333330556,20.307499160354617,12,0.3333333333332963,9.44281558530702,9,0.99999999999975,0.013110673217507814,4,0.99999999999975,0.013110673217507814,4
40,6,"[52, 54, 56, 59, 60, 72]",0.41666666666663194,15.705105957483418,12,0.5555555555554939,10.38084597358697,9,0.9999999999997999,2.6759807976836836,5,0.9999999999998334,0.018023485475486538,6
41,4,"[36, 38, 43, 48]",0.11111111111109877,25.028696793030377,9,0.27272727272724795,12.385652958188025,11,0.99999999999975,0.019679075262301445,4,0.99999999999975,0.019679075262301445,4
42,3,"[62, 72, 83]",0.24999999999997916,7.879233496356609,12,0.3333333333332963,8.25730471776531,9,0.9999999999996666,0.009853195972891304,3,0.9999999999996666,0.009853195972891304,3
43,3,"[42, 75, 91]",0.24999999999997916,12.804794507710136,12,0.29999999999997,13.72605195766749,10,0.6666666666664445,2.361529182420703,3,0.6666666666664445,2.744043530893798,3
44,3,"[64, 79, 90]",0.24999999999997916,14.674181714841913,12,0.22222222222219754,14.010527838117902,9,0.9999999999996666,0.008411341437489875,3,0.9999999999996666,0.008411341437489875,3
45,4,"[43, 78, 79, 94]",0.33333333333330556,18.85662309854225,12,0.36363636363633056,17.38063482549352,11,0.99999999999975,0.017194631020015436,4,0.99999999999975,0.017194631020015436,4
46,2,"[52, 74]",0.16666666666665278,17.034521350787657,12,0.09999999999999,16.34788458435742,10,0.9999999999995,0.017761035186333395,2,0.9999999999995,0.017761035186333395,2
47,5,"[36, 44, 58, 84, 92]",0.24999999999997916,14.453737020645544,12,0.3333333333332963,12.775759754306726,9,0.9999999999997999,0.015713454781126946,5,0.9999999999997999,0.01571345421929717,5
48,5,"[43, 44, 60, 95, 96]",0.33333333333330556,15.142137315458164,12,0.36363636363633056,15.28817926646796,11,0.9999999999997999,0.017562777234233367,5,0.9999999999997999,0.017562777234233367,5
49,4,"[66, 74, 76, 86]",0.33333333333330556,14.843620325440924,12,0.36363636363633056,16.992373356269685,11,0.99999999999975,0.01906188724354897,4,0.99999999999975,0.01906188682155221,4
50,4,"[48, 72, 75, 83]",0.33333333333330556,9.971618293512078,12,0.39999999999996,4.979086827998539,10,0.99999999999975,0.010061007122142331,4,0.99999999999975,0.01006100778942307,4
51,2,"[42, 43]",0.12499999999998437,31.859071427430514,8,0.0,26.523885141393507,9,0.9999999999995,0.025696082299328966,2,0.9999999999995,0.025696082299328966,2
52,6,"[44, 50, 51, 54, 92, 94]",0.33333333333330556,15.017463899070846,12,0.39999999999996,21.551331294747772,10,0.9999999999997999,2.5619147929795836,5,0.9999999999997999,2.5619147510173654,5
53,4,"[43, 44, 71, 73]",0.24999999999997916,15.557747795777168,12,0.29999999999997,10.70037731695177,10,0.99999999999975,0.017346877630168237,4,0.39999999999992,5.135106664591557,5
54,4,"[60, 72, 78, 90]",0.33333333333330556,12.850536850419024,12,0.44444444444439507,7.967250761749588,9,0.99999999999975,0.016066828777396108,4,0.99999999999975,0.016066828777396108,4
55,5,"[59, 64, 81, 89, 95]",0.41666666666663194,11.35642858588544,12,0.27272727272724795,12.519671685768115,11,0.9999999999997999,0.01452182700994263,5,0.9999999999997999,0.01452182700994263,5
56,5,"[45, 54, 69, 76, 83]",0.33333333333330556,10.716458764168191,12,0.44444444444439507,8.362848550274117,9,0.9999999999997999,0.013067490248170941,5,0.9999999999997999,0.013067490248170941,5
57,5,"[53, 56, 79, 91, 93]",0.41666666666663194,16.626873868609138,12,0.44444444444439507,16.993323365513426,9,0.9999999999997999,0.023243169400530374,5,0.9999999999997999,0.023243169400530374,5
58,4,"[43, 83, 88, 96]",0.33333333333330556,12.499079017871344,12,0.3333333333332963,18.588918148545407,9,0.99999999999975,0.01599237286614179,4,0.99999999999975,0.01599237286614179,4
59,6,"[40, 44, 66, 70, 71, 91]",0.4999999999999583,9.155915843004191,12,0.36363636363633056,6.9564717735327175,11,0.8333333333331945,1.951570175087209,6,0.6666666666665555,1.3184779455924969,6
60,4,"[48, 69, 71, 80]",0.33333333333330556,18.726496595829335,12,0.3333333333332963,11.141691880983837,9,0.99999999999975,0.018748834270728088,4,0.99999999999975,0.018748834270728088,4
61,2,"[42, 96]",0.19999999999998,17.33376024826961,10,0.0,18.929226635469135,2,0.9999999999995,0.011979720199419284,2,0.9999999999995,0.011979720199419284,2
62,4,"[47, 70, 72, 88]",0.33333333333330556,14.742259315787924,12,0.44444444444439507,9.801596220246456,9,0.99999999999975,0.013680210773187464,4,0.7499999999998125,3.464650180592694,4
63,3,"[41, 66, 68]",0.24999999999997916,22.661272577174728,12,0.9999999999995,8.65963094259821,2,0.9999999999996666,0.015705511568865623,3,0.9999999999996666,0.015705511568865623,3
64,5,"[47, 51, 59, 89, 96]",0.41666666666663194,12.078976004098559,12,0.49999999999995,8.841726999521267,10,0.9999999999997999,0.012703697296041653,5,0.9999999999997999,0.012703697296041653,5
65,3,"[68, 72, 87]",0.24999999999997916,15.794379848236463,12,0.29999999999997,14.939502882559426,10,0.9999999999996666,0.016467214960913308,3,0.9999999999996666,0.016467214960913308,3
66,3,"[52, 72, 77]",0.24999999999997916,14.610430250235485,12,0.27272727272724795,6.25358597137782,11,0.9999999999996666,0.015523431739529065,3,0.9999999999996666,0.015523432691726123,3
67,4,"[42, 67, 73, 85]",0.33333333333330556,14.445683609904714,12,0.3333333333332963,9.732941182742456,9,0.7499999999998125,5.564977920093492,4,0.99999999999975,0.01937087113547143,4
68,4,"[51, 52, 66, 95]",0.24999999999997916,15.74752248417564,12,0.3333333333332963,11.145656980894167,9,0.99999999999975,0.01735528090670715,4,0.99999999999975,0.01735528090670715,4
69,3,"[37, 81, 84]",0.24999999999997916,12.000880287728178,12,0.33333333333322224,14.030863119814537,3,0.9999999999996666,0.013855183464462078,3,0.9999999999996666,0.013855183464462078,3
70,3,"[59, 60, 63]",0.16666666666665278,14.96067810039947,12,0.19999999999998,10.837142969997858,10,0.9999999999996666,0.020156625718421247,3,0.6666666666664445,7.604296792319834,3
71,5,"[36, 58, 75, 76, 93]",0.41666666666663194,12.436404283518744,12,0.19999999999998,11.299572539510596,10,0.9999999999997999,0.013039950188551733,5,0.9999999999997999,0.013039950188551733,5
72,2,"[52, 56]",0.16666666666665278,25.768736163344805,12,0.11111111111109877,12.14200103594497,9,0.9999999999995,0.016117799740911966,2,0.9999999999995,0.016117799740911966,2
73,4,"[59, 65, 68, 89]",0.33333333333330556,16.78453153543093,12,0.29999999999997,22.886123445831732,10,0.99999999999975,0.023705899508176673,4,0.99999999999975,0.023705899508176673,4
74,5,"[57, 70, 77, 82, 90]",0.33333333333330556,8.672822514168805,12,0.29999999999997,10.470765707493651,10,0.9999999999997999,0.010616865495829554,5,0.9999999999997999,0.010616865495829554,5
75,6,"[45, 46, 49, 66, 80, 94]",0.33333333333330556,13.519149556563182,12,0.3333333333332963,12.250421963133153,9,0.2857142857142449,6.4727876856345965,7,0.9999999999998334,0.013908367287211247,6
76,6,"[44, 61, 77, 79, 83, 93]",0.4999999999999583,9.511086501517418,12,0.44444444444439507,22.345640289735098,9,0.9999999999998334,0.019544548372813886,6,0.8333333333331945,3.995131457504578,6
77,3,"[41, 42, 43]",0.0,54.733554817454944,9,0.0,24.059559833869816,1,0.9999999999996666,0.028522122240673405,3,0.9999999999996666,0.028522122240673405,3
78,2,"[60, 93]",0.18181818181816528,15.322519210984327,11,0.19999999999998,19.533129252867685,10,0.9999999999995,0.012756107414436089,2,0.9999999999995,0.012756107414436089,2
79,2,"[81, 89]",0.16666666666665278,17.531659653108232,12,0.22222222222219754,20.82194243117637,9,0.9999999999995,0.01400640166612124,2,0.9999999999995,0.01400640166612124,2
80,5,"[41, 63, 81, 88, 90]",0.41666666666663194,12.983205560293985,12,0.3333333333332963,10.620399650686126,9,0.79999999999984,1.667730592618846,5,0.9999999999997999,0.00914912702109678,5
81,5,"[42, 47, 64, 71, 80]",0.33333333333330556,15.5268482875205,12,0.45454545454541323,7.727512633285833,11,0.9999999999997999,0.01894049539892309,5,0.9999999999997999,0.01894049539892309,5
82,4,"[36, 37, 45, 74]",0.24999999999997916,26.04011191890598,12,0.22222222222219754,15.497976411233813,9,0.499999999999875,3.0058946831485107,4,0.99999999999975,0.020167565967837676,4
83,3,"[43, 61, 79]",0.24999999999997916,10.091820978909965,12,0.22222222222219754,9.255625321217613,9,0.9999999999996666,0.012356491529688601,3,0.9999999999996666,0.012356491529688601,3
84,6,"[45, 56, 63, 76, 78, 94]",0.41666666666663194,12.236475747139437,12,0.44444444444439507,15.451366567768378,9,0.9999999999998334,0.01614913143394201,6,0.44444444444439507,4.929405952680466,9
85,2,"[53, 96]",0.19999999999998,23.02031253719852,10,0.22222222222219754,16.608279017950743,9,0.9999999999995,0.012582625675254625,2,0.9999999999995,0.012582625675254625,2
86,6,"[42, 46, 47, 58, 59, 73]",0.24999999999997916,19.922327147541335,12,0.44444444444439507,7.41084851441354,9,0.8333333333331945,2.5692562337157776,6,0.9999999999997999,1.4391155609540645,5
87,6,"[45, 66, 75, 76, 95, 96]",0.4999999999999583,9.546705869348127,12,0.39999999999996,14.889658150712192,10,0.9999999999998334,0.013049022951023755,6,0.9999999999998334,0.013049022951023755,6
88,4,"[55, 59, 75, 94]",0.33333333333330556,13.61571472356143,12,0.3333333333332963,11.445598093694489,9,0.99999999999975,0.018459075018002476,4,0.99999999999975,0.01845907505216416,4
89,5,"[36, 39, 50, 63, 72]",0.24999999999997916,13.794349491157222,12,0.3333333333332963,6.450245916582723,9,0.9999999999997999,0.019229438883694286,5,0.39999999999992,4.586964496237949,5
90,2,"[52, 73]",0.16666666666665278,13.333284382919663,12,0.22222222222219754,7.641156586867155,9,0.9999999999995,0.01173727022684671,2,0.9999999999995,0.01173727022684671,2
91,6,"[39, 66, 79, 81, 88, 89]",0.4999999999999583,9.264429006965415,12,0.39999999999996,18.06760786331373,10,0.9999999999998334,0.01832033028741401,6,0.8333333333331945,1.4983430727420157,6
92,4,"[36, 41, 60, 90]",0.33333333333330556,13.517814043067943,12,0.3333333333332963,18.528428762294748,9,0.99999999999975,0.020733720651872414,4,0.99999999999975,0.020733720651872414,4
93,4,"[66, 70, 78, 82]",0.33333333333330556,14.345966278847623,12,0.39999999999996,10.483654396280501,10,0.99999999999975,0.019225651557320422,4,0.99999999999975,0.019225651557320422,4
94,4,"[40, 45, 66, 68]",0.24999999999997916,19.191628712254936,12,0.39999999999996,6.458786855087853,10,0.99999999999975,0.016843470406569257,4,0.499999999999875,3.7441439963962564,4
95,3,"[70, 84, 93]",0.24999999999997916,15.393549832187698,12,0.27272727272724795,20.082246381127227,11,0.9999999999996666,0.015855021690739417,3,0.9999999999996666,0.015855021690739417,3
96,5,"[42, 57, 73, 81, 94]",0.33333333333330556,10.819826614742853,12,0.3333333333332963,9.845777669355016,9,0.9999999999997999,0.012524725841283781,5,0.9999999999997999,0.012524727490030384,5
97,2,"[50, 71]",0.16666666666665278,16.396456871238367,12,0.19999999999998,9.101181364567942,10,0.9999999999995,0.015361590962255835,2,0.9999999999995,0.015361590962255835,2
98,3,"[36, 37, 79]",0.16666666666665278,22.982171412322497,12,0.18181818181816528,16.260783577509724,11,0.9999999999996666,0.01186999131829515,3,0.9999999999996666,0.01186999131829515,3
99,5,"[38, 61, 69, 73, 91]",0.41666666666663194,11.923549301788134,12,0.39999999999996,10.217745813071032,10,0.9999999999997999,0.015422867061103355,5,0.9999999999997999,0.015422867061103355,5
100,4,"[37, 66, 79, 91]",0.33333333333330556,15.327701733363577,12,0.29999999999997,9.479081889625144,10,0.99999999999975,0.01486961364764528,4,0.99999999999975,0.01486961364764528,4
101,2,"[37, 96]",0.19999999999998,19.467083351734207,10,0.09999999999999,19.470398744908916,10,0.9999999999995,0.014468256903331114,2,0.9999999999995,0.014468256903331114,2
102,6,"[42, 49, 55, 58, 60, 83]",0.33333333333330556,13.428603836094691,12,0.44444444444439507,10.056037844653499,9,0.9999999999998334,0.021500842412538947,6,0.9999999999998334,0.021500842412538947,6
103,5,"[39, 45, 52, 58, 62]",0.24999999999997916,13.060985261177747,12,0.29999999999997,6.595752046956815,10,0.9999999999997999,0.023794267894361055,5,0.7142857142856123,3.4917988839177063,7
104,5,"[53, 57, 72, 85, 90]",0.41666666666663194,11.93668686909223,12,0.45454545454541323,10.311199601644176,11,0.9999999999997999,0.015776360709775502,5,0.9999999999997999,0.01577636137205909,5
105,2,"[59, 95]",0.18181818181816528,21.244060080238167,11,0.22222222222219754,22.055509816847145,9,0.9999999999995,0.01846493115066678,2,0.9999999999995,0.01846493115066678,2
106,4,"[47, 68, 69, 71]",0.33333333333330556,13.086385854294374,12,0.44444444444439507,8.934747231936935,9,0.99999999999975,0.012928529978556242,4,0.99999999999975,0.012928529594846866,4
107,2,"[51, 90]",0.16666666666665278,14.308809407143979,12,0.19999999999998,11.348557523482347,10,0.9999999999995,0.012319500722182622,2,0.9999999999995,0.012319500722182622,2
108,2,"[56, 62]",0.16666666666665278,23.02450388033456,12,0.09999999999999,14.049563355888472,10,0.9999999999995,0.01714991255763082,2,0.9999999999995,0.01714991255763082,2
109,3,"[36, 87, 92]",0.24999999999997916,11.587669386398275,12,0.22222222222219754,14.582141036677388,9,0.9999999999996666,0.011828117677804815,3,0.9999999999996666,0.011828117677804815,3
110,5,"[58, 63, 68, 72, 96]",0.41666666666663194,6.895514148900531,12,0.49999999999995,5.156592845692463,10,0.9999999999997999,0.008932144693044172,5,0.9999999999997999,0.008932144693044172,5
111,5,"[38, 64, 79, 82, 89]",0.41666666666663194,12.84098116453461,12,0.39999999999996,12.786146477775413,10,0.9999999999997999,0.01629386027794557,5,0.9999999999997999,0.01629386027794557,5
112,5,"[36, 64, 72, 91, 96]",0.41666666666663194,10.472223647440492,12,0.36363636363633056,13.534372985947238,11,0.9999999999997999,0.016833162382109284,5,0.9999999999997999,0.016833162382109284,5
113,2,"[58, 81]",0.16666666666665278,12.132573892191388,12,0.22222222222219754,10.516854902643528,9,0.9999999999995,0.013223470715344335,2,0.9999999999995,0.013223470715344335,2
114,6,"[49, 53, 55, 57, 62, 90]",0.41666666666663194,10.270591143930172,12,0.27272727272724795,11.00547458981139,11,0.9999999999998334,0.01418118641135462,6,0.9999999999998334,0.014181173415580357,6
115,5,"[53, 58, 84, 94, 95]",0.41666666666663194,10.361621532619578,12,0.29999999999997,16.259712227276896,10,0.9999999999997999,0.01837111032138969,5,0.9999999999997999,0.01837111032138969,5
116,2,"[59, 67]",0.16666666666665278,15.752541690494018,12,0.22222222222219754,9.722222541998898,9,0.9999999999995,0.013999035325430623,2,0.9999999999995,0.013999035325430623,2
117,6,"[42, 43, 58, 62, 68, 79]",0.41666666666663194,11.507130159157368,12,0.5555555555554939,10.088097116174694,9,0.9999999999998334,0.016926253320126962,6,0.18181818181816528,6.497172644241228,11
118,6,"[40, 49, 54, 67, 82, 95]",0.24999999999997916,14.876479608177057,12,0.27272727272724795,8.762288636098763,11,0.9999999999998334,0.007904134381708115,6,0.9999999999998334,0.007904134381708115,6
119,5,"[40, 53, 54, 69, 80]",0.24999999999997916,14.791741273078193,12,0.3333333333332963,7.136333111457368,9,0.9999999999997999,0.022546191307683334,5,0.9999999999997999,0.022546191307683334,5
120,5,"[46, 54, 69, 82, 89]",0.41666666666663194,11.565789916181247,12,0.3333333333332963,11.466842248096185,9,0.9999999999997999,0.020522913406571926,5,0.9999999999997999,0.020522913406571926,5
121,4,"[38, 39, 46, 64]",0.16666666666665278,26.945354120900788,12,0.09999999999999,14.694283507448993,10,0.99999999999975,0.022678526996233163,4,0.99999999999975,0.022678526996233163,4
122,4,"[40, 51, 63, 84]",0.24999999999997916,10.630938790439135,12,0.3333333333332963,7.550787488608663,9,0.99999999999975,0.019901260334292136,4,0.7499999999998125,2.140292634431663,4
123,2,"[63, 87]",0.16666666666665278,28.648153425528513,12,0.39999999999992,16.474159083183267,5,0.9999999999995,0.02959222088812478,2,0.9999999999995,0.02959222088812478,2
124,6,"[50, 51, 64, 66, 86, 89]",0.33333333333330556,14.42719572452763,12,0.49999999999995,11.653383889506243,10,0.9999999999998334,0.014021464319768445,6,0.9999999999998334,0.014021464665412221,6
125,4,"[41, 72, 87, 91]",0.33333333333330556,13.202452052554023,12,0.29999999999997,12.701825373152595,10,0.99999999999975,0.017188620696128032,4,0.99999999999975,0.017188620696128032,4
126,2,"[36, 82]",0.16666666666665278,12.46825123416547,12,0.11111111111109877,16.775368597502254,9,0.9999999999995,0.01416584492987111,2,0.9999999999995,0.01416584492987111,2
127,2,"[63, 83]",0.16666666666665278,19.512614617888897,12,0.22222222222219754,15.654297073476826,9,0.9999999999995,0.015803268445146425,2,0.9999999999995,0.015803268445146425,2
128,4,"[52, 55, 76, 93]",0.33333333333330556,12.182742290839037,12,0.44444444444439507,9.56319163302279,9,0.99999999999975,0.010019667535715763,4,0.99999999999975,0.010019668008788458,4
129,5,"[54, 57, 63, 70, 94]",0.33333333333330556,14.60055634615336,12,0.36363636363633056,7.695883632872093,11,0.9999999999997999,0.018118862328828544,5,0.9999999999997999,0.018118862328828544,5
130,3,"[43, 67, 77]",0.24999999999997916,14.742288035461275,12,0.3333333333332963,11.297702167221878,9,0.9999999999996666,0.014180194102138955,3,0.9999999999996666,0.014180194102138955,3
131,6,"[39, 56, 58, 59, 62, 84]",0.41666666666663194,13.356265602889415,12,0.44444444444439507,8.34679256160055,9,0.9999999999997999,3.226337913410388,5,0.9999999999998334,0.015532728575656985,6
132,2,"[54, 84]",0.16666666666665278,14.121929649988614,12,0.19999999999998,13.767361137554108,10,0.9999999999995,0.013762190175104189,2,0.9999999999995,0.013762190175104189,2
133,3,"[42, 43, 46]",0.18181818181816528,36.58106742158883,11,0.0,24.99187695019821,11,0.6666666666664445,6.713266976833081,3,0.2499999999999375,11.019755024133863,4
134,5,"[46, 52, 57, 64, 83]",0.33333333333330556,7.920096793443909,12,0.5555555555554939,4.8622181172794665,9,0.9999999999997999,0.019505176289858338,5,0.9999999999997999,0.019505176289858338,5
135,6,"[39, 52, 53, 82, 83, 93]",0.33333333333330556,10.841716777578577,12,0.27272727272724795,12.450142842043192,11,0.9999999999997999,1.3811068482143005,5,0.7142857142856123,1.5063228117341532,7
136,3,"[57, 87, 92]",0.24999999999997916,11.732946068329932,12,0.29999999999997,9.668943217170629,10,0.9999999999996666,0.009664109485734476,3,0.9999999999996666,0.009664109485734476,3
137,3,"[43, 70, 80]",0.24999999999997916,11.37938430417391,12,0.29999999999997,8.070819341849012,10,0.9999999999996666,0.010653347370815094,3,0.9999999999996666,0.010653347370815094,3
138,5,"[49, 76, 79, 88, 91]",0.41666666666663194,12.274131822200259,12,0.39999999999996,10.758666207431684,10,0.9999999999997999,0.013876958556431115,5,0.9999999999997999,0.013876960638493396,5
139,3,"[49, 65, 80]",0.24999999999997916,10.479747321752455,12,0.3333333333332963,7.103214088506071,9,0.9999999999996666,0.01975388130950096,3,0.9999999999996666,0.01975388130950096,3
140,5,"[41, 60, 67, 74, 88]",0.41666666666663194,8.011810209064652,12,0.39999999999996,8.231333134769127,10,0.9999999999997999,0.01569901131893217,5,0.9999999999997999,0.015699013822538285,5
141,3,"[53, 56, 59]",0.24999999999997916,16.19167447832381,12,0.29999999999997,10.519133063538732,10,0.9999999999996666,0.014670355197563446,3,0.9999999999996666,0.014670355197563446,3
142,4,"[39, 57, 65, 86]",0.33333333333330556,12.685091480377412,12,0.3333333333332963,9.707729896110186,9,0.59999999999988,2.8416463041255375,5,0.99999999999975,0.013595968059059159,4
143,2,"[43, 90]",0.16666666666665278,17.209209719103466,12,0.22222222222219754,12.574879239106092,9,0.9999999999995,0.013406961351605007,2,0.9999999999995,0.013406961351605007,2
144,5,"[45, 57, 87, 90, 92]",0.41666666666663194,10.758506325486808,12,0.36363636363633056,13.296914663344168,11,0.9999999999997999,0.012681039306199134,5,0.9999999999997999,0.012681039306199134,5
145,2,"[39, 46]",0.18181818181816528,16.92686659374058,11,0.0,12.995914250703947,9,0.9999999999995,0.017816419753545972,2,0.9999999999995,0.017816419753545972,2
